math score,reading score,writing score,pass,gender_female,gender_male,race/ethnicity_group A,race/ethnicity_group B,race/ethnicity_group C,race/ethnicity_group D,race/ethnicity_group E,parental level of education_associate's degree,parental level of education_bachelor's degree,parental level of education_high school,parental level of education_master's degree,parental level of education_some college,parental level of education_some high school,lunch_free/reduced,lunch_standard,test preparation course_completed,test preparation course_none
79,85,86,1,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False
78,87,91,1,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
74,75,82,1,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
57,51,54,1,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
40,59,51,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
81,75,76,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
44,45,45,0,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True
67,86,83,1,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False
86,81,75,1,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
65,82,78,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False
55,76,76,1,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
62,72,74,1,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
63,63,62,1,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
88,99,95,1,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
62,55,55,1,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
59,71,65,1,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
68,78,77,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
77,86,86,1,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
